Date,Event Description
1870,Peter Mark Roget's wrote the article Explanation of an optical deception in the appearance of the spokes of a wheel when seen through vertical apertures which described a stroboscopic illusion.
1870,"Almost simultaneously, around December 1832, the Belgian physicist Joseph Plateau and the Austrian professor of practical geometry Simon Stampfer invented the Phenakistiscope, the first practical device to create a fluid illusion of motion. Plateau introduced the device in January 1833 in a scientific magazine."
1870,"French astronomer P.J.C. Janssen came up with the idea for a ""revolver to shoot the individual"". This huge camera system used a Maltese cross-type mechanism, very similar to the system that would later be of great importance in the development of movie cameras. Janssen successfully captured two transits of Venus, the one of 1874 in Japan, and that of 1882 at Oran, in Algeria. Discs with test footage of a simulation from 1874 have been preserved and a modern animated version is sometimes regarded as the first movie."
1870,"Using a battery of 12 cameras Eadweard Muybridge records several series of The Horse in Motion, capturing successive phases of movements that allowed his patron Leland Stanford to study the positions of the legs of his race horses during different gaits. The technique would soon be dubbed chronophotography."
1870,"During his lectures on locomotion, Eadweard Muybridge projected looping animations of The Horse in Motion with his Zoopraxiscope. The stroboscopic apparatus used glass discs on which silhouette versions of the photographs had been traced by an artist (with anamorphic corrections for the distortion caused by fast rotation)."
1870,"Étienne-Jules Marey developed the Chronophotographe, which could take 12 pictures per second from a single viewpoint."
1870,"In Leeds, England Louis Le Prince films Roundhay Garden Scene, believed to be the first motion picture recorded."
1870,Monkeyshines was made by William Kennedy Dickson and William Heise as an experimental film to test the original cylinder Kinetograph format. The blurry result is believed to be the first film shot in the United States.
1870,"Dickson Greeting, by William Kennedy Dickson was the first semi-public demonstration of cinematographic pictures in the United States. The National Federation of Women's Clubs were shown a 3 second clip of Dickson passing a hat in front of himself, and reaching for it with his other hand on May 20, 1891 at Edison's laboratory."
1870,"On 28 October 1892 Charles-Émile Reynaud gave the first public performance of a moving picture show at the Musée Grévin in Paris, the Théâtre Optique. The show, billed as Pantomimes Lumineuses, included three cartoons, Pauvre Pierrot, Un bon bock, and Le Clown et ses chiens, each consisting of 500 to 600 individually painted images and lasting about 15 minutes. The film was the first to use perforations."
1870,"Blacksmith Scene, by William Kennedy Dickson. The first Kinetoscope film shown in public exhibition on May 9, 1893 and is the earliest known example of actors performing a role in a film."
1870,"The world's first film production studio, the Black Maria, or the Kinetographic Theater, was completed on the grounds of Edison's laboratories at West Orange, New Jersey, for the purpose of making film strips for the Kinetoscope. Construction began in December 1892."
1870,"On April 14, 1894, a public Kinetoscope parlor was opened by the Holland Bros. in New York City at 1155 Broadway, on the corner of 27th Street—the first commercial motion picture house. The venue had ten machines, set up in parallel rows of five, each showing a different movie. For 25 cents a viewer could see all the films in either row; half a dollar gave access to the entire bill."
1870,"The Dolorita Passion Dance was banned in New Jersey after its use in peepshows. Russell Kick quotes the work Censorship as saying it ""was probably the first [film] to be banned in the United States."""
1870,"La Sortie des Usines, the first film to be made in France."
1870,"The Dickson Experimental Sound Film by William Kennedy Dickson.  It is the first known film with live-recorded sound and appears to be the first motion picture made for the Kinetophone, the proto-sound-film system developed by Dickson and Thomas Edison."
1870,"First hand-colored film, Annabelle Serpentine Dance by William Kennedy Dickson."
1870,"Charles Francis Jenkins displays the Phantascope, the first patented Film projector."
1870,Incident at Clovelly Cottage by Robert W. Paul and Birt Acres is the first film to be made in the United Kingdom.
1870,"L'Arroseur Arrosé, the first comedy film."
1870,"The Execution of Mary Stuart, the first use of a special effect in a movie."
1870,"History of the Kinetograph, Kinetoscope, and Kinetophonograph by Antonia and William Kennedy Dickson, considered the first book of history on film, is published."
1870,"The first building dedicated exclusively to showing motion pictures was the Vitascope Hall, established on Canal Street, New Orleans, Louisiana, on June 26 — it was converted from a vacant store."
1870,"Later that year on October 19, the Edisonia Hall opened in Buffalo, New York in the Ellicott Square Building. The Edisonia was the first known dedicated, purpose-built motion picture theater in the world."
1870,"Alice Guy-Blaché, the first female film director makes La Fée aux Choux (The Cabbage Fairy) acknowledged as the first narrative fiction film. This movie also introduces screenplays for the first time.[citation needed]"
1870,"In The Kiss, May Irwin and John Rice re-enact the kiss from the New York stage hit The Widow Jones, the first film of a couple kissing."
1870,"The House of the Devil, the first horror film.[citation needed]"
1870,"Le Coucher de la Mariée, a French erotic short film considered to be one of the first erotic films made. The film was first screened in Paris in November 1896, within a year of the first public screening of a projected motion picture.[citation needed]"
1870,King John is the first film adaptation of the work of William Shakespeare. The film features Herbert Beerbohm Tree in the title role and features the death scene from King John.
1870,"Histoire d'un crime, directed by Ferdinand Zecca was the first film to use flashbacks to create a non-linear narrative."
1870,"The earliest known use of intertitles was in the British film Scrooge, or, Marley's Ghost."
1870,"A Nymph of the Waves, the first experimental film."
1870,"Edward Raymond Turner's children and several other very short test films, the earliest known moving pictures photographed in color."
1870,"A Trip to the Moon is the first sci-fi movie, as well as the first film to feature an extraterrestrial."
1870,"The Great Train Robbery, directed by Edwin S. Porter was the first western film."
1870,"The Great Train Robbery, directed by Siegmund Lubin was the first film remake."
1870,Humorous Phases of Funny Faces directed by J. Stuart Blackton is the first animated film recorded on standard picture film.
1870,The Story of the Kelly Gang by Charles Tait is the first feature film to be released.
1870,"January 19, Variety publishes reviews of two films, An Exciting Honeymoon and The Life of a Cowboy by Edwin S. Porter. These are believed to be the first film reviews published."
1870,L'Enfant prodigue is the first feature film produced in Europe.[citation needed]
1870,Fantasmagorie is considered the first animated cartoon.
1870,The first full-length feature film produced in the United States was an adaptation of Victor Hugo's novel Les Misérables.[citation needed]
1870,The Kinemacolor process is first shown to the public at Palace Theatre in London. This is the first time the public saw color films.
1870,Wilbur Wright und seine Flugmaschine was the first film shot from an aeroplane. The flight took place in April 1909. Wilbur Wright was training military personnel and took a newsreel cameraman on a flight in Rome to record this.
1870,Albert Samama Chikly took the first underwater shot.
1870,"The German film serial, Arsène Lupin contra Sherlock Holmes  directed by Viggo Larsen was the first film crossover.[citation needed]"
1870,"For the first time,[citation needed] the rights to adapt a novel are bought from a publisher, (Little, Brown & Company who published Helen Hunt Jackson's novel Ramona.) The film is made by D. W. Griffith."
1870,"D. W. Griffith makes In Old California, the first film to be made in Hollywood."
1870,"With Our King and Queen Through India, a documentary recording Indian celebrations around the coronation of George V, is the first feature film to be released in colour, using the Kinemacolor system.[citation needed]"
1870,Lois Weber directs The Merchant of Venice making her the first American female director of a feature-length film.
1870,"The Birth of a Nation, directed by D. W. Griffith was the first big budget Hollywood epic."
1870,"The Fall of a Nation, directed by Thomas Dixon Jr. was the first film sequel."
1870,"20,000 Leagues Under the Sea is the first feature-length film adaptation of a Jules Verne work. Since its release, at least 56 subsequent feature-length adaptations have been made as of 2022."
1870,"A Daughter of the Gods is the first film with a budget greater than $1,000,000."
1870,The first animated feature film was El Apóstol by Quirino Cristiani from Argentina.
1870,The Gulf Between directed by Wray Physioc is the first feature film to use Technicolor.
1870,"Men Who Have Made Love to Me, directed by Arthur Berthelet was the first film to break the fourth wall."
1870,"The Cabinet of Dr. Caligari, the first movie to have a twist ending."
1870,"A Connecticut Yankee in King Arthur's Court (1921), directed by Emmett J. Flynn was the first film to feature time travel to the past."
1870,"On October 18, the first-ever Hollywood premiere was held at Grauman's Egyptian Theatre, for the release of Robin Hood."
1870,"The first colour feature film made in Hollywood, The Toll of the Sea, starring Anna May Wong."
1870,"First feature film in 3D. The Power of Love by Nat Deverich, which premiered at the Ambassador Hotel Theater in Los Angeles on September 27."
1870,"Foolish Wives becomes the first film to cost $1 million to produce. The studio took advantage of its exorbitant price and advertised it as ""The First Real Million Dollar Picture""."
1870,16 mm film is introduced by Eastman Kodak in the United States.
1870,"The Big Parade, the first movie to swear."
1870,"The Lost World, the first big-budget. use of stop motion effects and rear screen projections"
1870,"Don Juan becomes the first sound film, using the Vitaphone sound-on-disc system, though it contains no spoken dialogue."
1870,"The Jazz Singer starring Al Jolson is the first feature film with recorded dialogue, using the Vitaphone system."
1870,Napoleon by Abel Gance is the first film to be filmed in the widescreen format.
1870,"Lights of New York, directed by Bryan Foy is the first all talking feature film."
1870,"Wings, directed by William A. Wellman is the first film to win the Academy Award for Best Picture."
1870,The Viking is the first feature-length film in color with sound (music and sound effects only).[citation needed]
1870,"Steamboat Willie,  the first cartoon with synchronized sound and the first cartoon to feature a fully post-produced soundtrack."
1870,"In Old Arizona,  the first major Western to use the new technology of sound and the first talkie to be filmed outdoors."
1870,The Air Circus becomes the first aviation oriented film with dialogue as well as the first film to depict the barnstormer era.
1870,"The First Academy Award ceremony takes place at the Hollywood Roosevelt Hotel, Los Angeles on May 1. Sunrise: A Song of Two Humans wins the award for ""Unique and Artistic Production"" (denoting artistic strength) and Wings wins the award for ""Outstanding Picture, Production"" (denoting technical production quality). Both awards were eliminated and merged the next year into the single Best Picture category. Emil Jannings and Janet Gaynor won the awards for best actor and actress, which were awarded for work in a number of different films throughout the year. Acting categories were later narrowed to honor work on a single film."
1870,"Blackmail, directed by Alfred Hitchcock was the first British sound film.[citation needed]"
1870,"The Broadway Melody, first ever musical film. Also the first sound film and first musical to win the Academy Award for Best Picture."
1870,Happy Days is the first feature film to be shown entirely in widescreen anywhere in the world. It was filmed using the Fox Grandeur 70 mm process.
1870,"Glorifying the American Girl, the first film with sound to swear."
1870,"Fiddlesticks, directed by Ub Iwerks was the first complete sound cartoon to be shot in two-strip Technicolor."
1870,Elstree Calling directed by Alfred Hitchcock was the first film to show a television set.
1870,Shadows of Glory becomes the first foreign-language sound film to be produced in the United States.
1870,Morocco becomes the first film to feature two women sharing a kiss on screen. The women were Marlene Dietrich and an uncredited actress.
1870,"Peludópolis, directed by Qirino Christiani is the first animated feature with sound."
1870,The Police Patrol is the first feature film to be broadcast on television.
1870,"The first animated film to use the full, three-color Technicolor method was Flowers and Trees made by Disney Studios. The film was also the first to win the Academy Award for Best Animated Short Film."
1870,Love Me Tonight by Rouben Mamoulian is credited as the first film to use a zoom lens.
1870,"The Venice Film Festival runs from 6–21 August, the first film festival."
1870,White Zombie directed by Victor Halperin was the first zombie film.
1870,"The Crooked Circle was the first film to be broadcast on television, on March 10 in Los Angeles.[citation needed]"
1870,"Morgenrot was the first film to have its screening in Nazi Germany, and thus the first film of Nazi Cinema. Released three days after Adolf Hitler became Reichskanzler, the film became a symbol of the new times touted by the Nazi regime."
1870,"Becky Sharp, starring Miriam Hopkins, was the first feature-length film in three-strip Technicolor.[citation needed]"
1870,Disney's Snow White and the Seven Dwarfs was the first full-length cel-animated and Technicolor feature film.
1870,"First African American to be nominated and to win the Academy Award for Best Supporting Actress: Hattie McDaniel (Gone with the Wind, 1939)."
1870,"Walt Disney's Fantasia is the first film with surround sound, using Disney's Fantasound system."
1870,"First twins to win the Academy Award for Best Adapted Screenplay: Julius and Philip Epstein, (Casablanca, 1942)."
1870,First film to feature a live-action and animated character on screen at the same time: The Three Caballeros.
1870,"First feature film made for television broadcast: Talk Fast, Mister."
1870,Momotaro: Sacred Sailors is the first feature-length anime film to be released
1870,Sanshiro Sugata Part II becomes the first numbered sequel.
1870,The first Cannes Film Festival takes place from September 20 to October 5.
1870,First feature film in 3D and partly in color: Robinson Crusoe by Alexander Andreyevsky.
1870,First feature film shot (almost) entirely from the POV of the main character: Lady in the Lake
